Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
2020-06-16,US,2137731,117612,583503,1436616,23705,839,7169,Americas
2020-06-17,India,366946,12237,194325,160384,12881,334,7390,South-East Asia
2020-06-17,Kenya,4044,107,1353,2584,184,2,25,Africa
2020-06-17,US,2163290,118363,592191,1452736,25559,751,8688,Americas
2020-06-18,India,380532,12573,204711,163248,13586,336,10386,South-East Asia
2020-06-18,Kenya,4257,117,1459,2681,213,10,106,Africa
2020-06-18,US,2191099,119067,599115,1472917,27809,704,6924,Americas
2020-06-19,India,395048,12948,213831,168269,14516,375,9120,South-East Asia
2020-06-19,Kenya,4374,119,1550,2705,117,2,91,Africa
2020-06-19,US,2222579,119739,606715,1496125,31480,672,7600,Americas
2020-06-20,India,410451,13254,227728,169469,15403,306,13897,South-East Asia
2020-06-20,Kenya,4478,121,1586,2771,104,2,36,Africa
2020-06-20,US,2255328,120349,617460,1517519,32749,610,10745,Americas
2020-06-21,India,425282,13699,237196,174387,14831,445,9468,South-East Asia
2020-06-21,Kenya,4738,123,1607,3008,260,2,21,Africa
2020-06-21,US,2281767,120604,622133,1539030,26439,255,4673,Americas
2020-06-22,India,440215,14011,248190,178014,14933,312,10994,South-East Asia
2020-06-22,Kenya,4797,125,1680,2992,59,2,73,Africa
2020-06-22,US,2312303,121010,640198,1551095,30536,406,18065,Americas
2020-06-23,India,456183,14476,258685,183022,15968,465,10495,South-East Asia
2020-06-23,Kenya,4952,128,1782,3042,155,3,102,Africa
2020-06-23,US,2347491,121847,647548,1578096,35188,837,7350,Americas
2020-06-24,India,473105,14894,271697,186514,16922,418,13012,South-East Asia
2020-06-24,Kenya,5206,130,1823,3253,254,2,41,Africa
2020-06-24,US,2382426,122604,656161,1603661,34935,757,8613,Americas
2020-06-25,India,490401,15301,285637,189463,17296,407,13940,South-East Asia
2020-06-25,Kenya,5384,132,1857,3395,178,2,34,Africa
2020-06-25,US,2422299,125026,663562,1633711,39873,2422,7401,Americas
2020-06-26,India,508953,15685,295881,197387,18552,384,10244,South-East Asia
2020-06-26,Kenya,5533,137,1905,3491,149,5,48,Africa
2020-06-26,US,2467554,125631,670809,1671114,45255,605,7247,Americas
2020-06-27,India,528859,16095,309713,203051,19906,410,13832,South-East Asia
2020-06-27,Kenya,5811,141,1936,3734,278,4,31,Africa
2020-06-27,US,2510259,126120,679308,1704831,42705,489,8499,Americas
2020-06-28,India,548318,16475,321723,210120,19459,380,12010,South-East Asia
2020-06-28,Kenya,6070,143,1971,3956,259,2,35,Africa
2020-06-28,US,2549864,126361,685164,1738339,39605,241,5856,Americas
2020-06-29,India,566840,16893,334822,215125,18522,418,13099,South-East Asia
2020-06-29,Kenya,6190,144,2013,4033,120,1,42,Africa
2020-06-29,US,2590668,126711,705203,1758754,40804,350,20039,Americas
2020-06-30,India,585481,17400,347912,220169,18641,507,13090,South-East Asia
2020-06-30,Kenya,6366,148,2039,4179,176,4,26,Africa
2020-06-30,US,2636414,127432,720631,1788351,45746,721,15428,Americas
2020-07-01,India,604641,17834,359860,226947,19160,434,11948,South-East Asia
2020-07-01,Kenya,6673,149,2089,4435,307,1,50,Africa
2020-07-01,US,2687588,128105,729994,1829489,51174,673,9363,Americas
2020-07-02,India,625544,18213,379892,227439,20903,379,20032,South-East Asia
2020-07-02,Kenya,6941,152,2109,4680,268,3,20,Africa
2020-07-02,US,2742049,128803,781970,1831276,54461,698,51976,Americas
2020-07-03,India,648315,18655,394227,235433,22771,442,14335,South-East Asia
2020-07-03,Kenya,7188,154,2148,4886,247,2,39,Africa
2020-07-03,US,2795361,129442,790404,1875515,53312,639,8434,Americas
2020-07-04,India,673165,19268,409083,244814,24850,613,14856,South-East Asia
2020-07-04,Kenya,7577,159,2236,5182,389,5,88,Africa
2020-07-04,US,2841241,129689,894325,1817227,45880,247,103921,Americas
2020-07-05,India,697413,19693,424433,253287,24248,425,15350,South-East Asia
2020-07-05,Kenya,7886,160,2287,5439,309,1,51,Africa
2020-07-05,US,2891124,129960,906763,1854401,49883,271,12438,Americas
2020-07-06,India,719664,20159,439934,259571,22251,466,15501,South-East Asia
2020-07-06,Kenya,8067,164,2414,5489,181,4,127,Africa
2020-07-06,US,2936077,130285,924148,1881644,44953,325,17385,Americas
2020-07-07,India,742417,20642,456831,264944,22753,483,16897,South-East Asia
2020-07-07,Kenya,8250,167,2504,5579,183,3,90,Africa
2020-07-07,US,2996098,131480,936476,1928142,60021,1195,12328,Americas
2020-07-08,India,767296,21129,476378,269789,24879,487,19547,South-East Asia
2020-07-08,Kenya,8528,169,2593,5766,278,2,89,Africa
2020-07-08,US,3054699,132300,953462,1968937,58601,820,16986,Americas
2020-07-09,India,793802,21604,495513,276685,26506,475,19135,South-East Asia
2020-07-09,Kenya,8975,173,2657,6145,447,4,64,Africa
2020-07-09,US,3117946,133290,969111,2015545,63247,990,15649,Americas
2020-07-10,India,820916,22123,515386,283407,27114,519,19873,South-East Asia
2020-07-10,Kenya,9448,181,2733,6534,473,8,76,Africa
2020-07-10,US,3185737,134101,983185,2068451,67791,811,14074,Americas
2020-07-11,India,849522,22673,534618,292231,28606,550,19232,South-East Asia
2020-07-11,Kenya,9726,184,2832,6710,278,3,99,Africa
2020-07-11,US,3245925,134777,995576,2115572,60188,676,12391,Americas
2020-07-12,India,878254,23174,553471,301609,28732,501,18853,South-East Asia
2020-07-12,Kenya,10105,185,2881,7039,379,1,49,Africa
2020-07-12,US,3304942,135205,1006326,2163411,59017,428,10750,Americas
2020-07-13,India,906752,23727,571460,311565,28498,553,17989,South-East Asia
2020-07-13,Kenya,10294,197,2946,7151,189,12,65,Africa
2020-07-13,US,3364157,135566,1031939,2196652,59215,361,25613,Americas
2020-07-14,India,936181,24309,592032,319840,29429,582,20572,South-East Asia
2020-07-14,Kenya,10791,202,3017,7572,497,5,71,Africa
2020-07-14,US,3431574,136466,1049098,2246010,67417,900,17159,Americas
2020-07-15,India,968857,24914,612768,331175,32676,605,20736,South-East Asia
2020-07-15,Kenya,11252,209,3068,7975,461,7,51,Africa
2020-07-15,US,3498902,137415,1075882,2285605,67328,949,26784,Americas
2020-07-16,India,1003832,25602,635757,342473,34975,688,22989,South-East Asia
2020-07-16,Kenya,11673,217,3638,7818,421,8,570,Africa
2020-07-16,US,3576157,138358,1090645,2347154,77255,943,14763,Americas
2020-07-17,India,1039084,26273,653751,359060,35252,671,17994,South-East Asia
2020-07-17,Kenya,12062,222,3983,7857,389,5,345,Africa
2020-07-17,US,3647715,139266,1107204,2401245,71558,908,16559,Americas
2020-07-18,India,1077781,26816,677423,373542,38697,543,23672,South-East Asia
2020-07-18,Kenya,12750,225,4440,8085,688,3,457,Africa
2020-07-18,US,3711413,140119,1122720,2448574,63698,853,15516,Americas
2020-07-19,India,1118206,27497,700087,390622,40425,681,22664,South-East Asia
2020-07-19,Kenya,13353,234,5122,7997,603,9,682,Africa
2020-07-19,US,3773260,140534,1131121,2501605,61847,415,8401,Americas
2020-07-20,India,1155338,28082,724578,402678,37132,585,24491,South-East Asia
2020-07-20,Kenya,13771,238,5616,7917,418,4,494,Africa
2020-07-20,US,3834677,141025,1160087,2533565,61417,491,28966,Americas
2020-07-21,India,1193078,28732,753050,411296,37740,650,28472,South-East Asia
2020-07-21,Kenya,14168,250,6258,7660,397,12,642,Africa
2020-07-21,US,3899211,142121,1182018,2575072,64534,1096,21931,Americas
2020-07-22,India,1238798,29861,782607,426330,45720,1129,29557,South-East Asia
2020-07-22,Kenya,14805,260,6757,7788,637,10,499,Africa
2020-07-22,US,3970121,143316,1210849,2615956,70910,1195,28831,Americas
2020-07-23,India,1288108,30601,817209,440298,49310,740,34602,South-East Asia
2020-07-23,Kenya,15601,263,7135,8203,796,3,378,Africa
2020-07-23,US,4038816,144430,1233269,2661117,68695,1114,22420,Americas
2020-07-24,India,1337024,31358,849432,456234,48916,757,32223,South-East Asia
2020-07-24,Kenya,16268,274,7446,8548,667,11,311,Africa
2020-07-24,US,4112531,145560,1261624,2705347,73715,1130,28355,Americas
2020-07-25,India,1385635,32060,885573,468002,48611,702,36141,South-East Asia
2020-07-25,Kenya,16643,278,7574,8791,375,4,128,Africa
2020-07-25,US,4178970,146465,1279414,2753091,66439,905,17790,Americas
2020-07-26,India,1435616,32771,917568,485277,49981,711,31995,South-East Asia
2020-07-26,Kenya,17603,280,7743,9580,960,2,169,Africa
2020-07-26,US,4233923,146935,1297863,2789125,54953,470,18449,Americas
2020-07-27,India,1480073,33408,951166,495499,44457,637,33598,South-East Asia
2020-07-27,Kenya,17975,285,7833,9857,372,5,90,Africa
2020-07-27,US,4290259,148011,1325804,2816444,56336,1076,27941,Americas
